Age,Attrition,Department,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
37,No,Research & Development,Medical,4,Male,2,Research Scientist,1,4284,Yes,3,5
35,No,Research & Development,Other,4,Female,2,Manufacturing Director,2,4788,Yes,3,3
45,No,Research & Development,Life Sciences,2,Female,2,Manufacturing Director,4,5906,No,2,9
36,No,Human Resources,Human Resources,2,Male,2,Human Resources,4,3886,No,2,10
40,No,Research & Development,Life Sciences,1,Male,4,Manager,1,16823,No,3,19
26,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,3,2933,Yes,2,1
27,No,Sales,Medical,1,Female,2,Sales Executive,3,6500,No,2,8
48,No,Research & Development,Medical,4,Female,4,Manager,4,17174,No,3,22
44,No,Research & Development,Life Sciences,2,Male,2,Healthcare Representative,1,5033,No,3,2
34,Yes,Research & Development,Technical Degree,4,Male,1,Research Scientist,1,2307,Yes,3,5
56,Yes,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,4,2587,No,3,4
36,No,Sales,Marketing,3,Male,2,Sales Executive,2,5507,No,1,4
41,No,Sales,Marketing,3,Female,2,Sales Executive,2,4393,No,3,5
42,No,Research & Development,Medical,3,Male,3,Research Director,1,13348,No,4,13
31,No,Sales,Medical,3,Female,2,Sales Executive,4,6583,Yes,3,5
34,No,Sales,Medical,4,Female,2,Sales Executive,4,8103,Yes,2,4
31,No,Research & Development,Medical,1,Female,1,Laboratory Technician,3,3978,No,2,2
26,No,Research & Development,Other,3,Male,1,Laboratory Technician,4,2544,No,3,7
45,No,Research & Development,Medical,2,Male,2,Healthcare Representative,3,5399,No,3,4
33,No,Sales,Marketing,2,Male,2,Sales Executive,3,5487,No,2,10
28,No,Sales,Life Sciences,3,Male,2,Sales Executive,4,6834,Yes,3,7
29,Yes,Sales,Technical Degree,3,Male,1,Sales Representative,1,1091,No,3,1
39,No,Sales,Life Sciences,1,Female,2,Sales Executive,3,5736,No,3,3
27,No,Research & Development,Technical Degree,2,Male,1,Research Scientist,2,2226,No,2,5
34,No,Research & Development,Other,3,Male,2,Research Scientist,4,5747,Yes,3,15
28,Yes,Sales,Marketing,4,Female,2,Sales Executive,3,9854,Yes,3,2
47,No,Research & Development,Technical Degree,3,Male,2,Research Scientist,2,5467,No,4,8
56,No,Sales,Marketing,4,Female,2,Sales Executive,1,5380,No,3,0
39,No,Research & Development,Medical,1,Male,2,Manufacturing Director,1,5151,No,3,10
38,No,Research & Development,Medical,4,Female,2,Research Scientist,2,2133,Yes,3,20
58,No,Sales,Life Sciences,4,Female,4,Manager,4,17875,Yes,2,1
32,Yes,Research & Development,Life Sciences,1,Female,1,Research Scientist,3,2432,Yes,3,4
38,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,4,4771,No,4,5
49,No,Research & Development,Life Sciences,2,Male,5,Research Director,4,19161,No,3,5
42,No,Sales,Marketing,2,Male,2,Sales Executive,4,5087,Yes,3,0
27,Yes,Human Resources,Human Resources,1,Female,1,Human Resources,2,2863,No,3,1
35,No,Sales,Medical,2,Male,2,Sales Executive,1,5561,No,1,5
28,No,Research & Development,Medical,3,Male,1,Research Scientist,3,2144,No,2,5
31,No,Research & Development,Medical,3,Male,1,Research Scientist,1,3065,Yes,4,4
36,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,2,2810,No,3,5
34,No,Sales,Marketing,1,Male,3,Sales Executive,4,9888,No,2,14
34,No,Sales,Medical,4,Male,3,Sales Executive,3,8628,No,2,8
26,No,Research & Development,Medical,3,Male,1,Laboratory Technician,1,2867,No,2,7
29,No,Research & Development,Life Sciences,1,Male,2,Healthcare Representative,1,5373,No,2,5
32,No,Research & Development,Medical,3,Female,2,Healthcare Representative,4,6667,No,3,5
31,No,Research & Development,Life Sciences,4,Male,2,Research Scientist,1,5003,No,3,10
28,Yes,Research & Development,Technical Degree,3,Male,1,Laboratory Technician,4,2367,No,2,4
38,No,Sales,Life Sciences,1,Male,1,Sales Representative,1,2858,No,2,1
35,No,Sales,Life Sciences,3,Female,2,Sales Executive,4,5204,Yes,3,10
27,No,Sales,Marketing,4,Male,2,Sales Executive,4,4105,No,3,7
32,No,Research & Development,Life Sciences,4,Male,2,Manufacturing Director,4,9679,No,3,1
31,Yes,Sales,Marketing,1,Male,2,Sales Executive,4,5617,Yes,3,10
53,Yes,Sales,Life Sciences,1,Male,3,Sales Executive,1,10448,Yes,2,2
54,No,Research & Development,Life Sciences,1,Female,2,Research Scientist,3,2897,No,2,4
33,No,Research & Development,Life Sciences,4,Male,2,Healthcare Representative,3,5968,No,3,9
43,No,Research & Development,Life Sciences,1,Male,3,Healthcare Representative,3,7510,No,3,10
38,No,Human Resources,Other,4,Male,1,Human Resources,2,2991,Yes,3,6
55,No,Human Resources,Human Resources,3,Male,5,Manager,2,19636,Yes,3,10
31,No,Research & Development,Medical,4,Female,1,Laboratory Technician,4,1129,Yes,3,1
39,No,Sales,Marketing,2,Male,4,Sales Executive,1,13341,No,3,20
42,No,Research & Development,Life Sciences,4,Male,2,Research Scientist,3,4332,No,3,20
31,No,Research & Development,Medical,3,Female,3,Research Director,3,11031,No,4,11
54,No,Research & Development,Medical,3,Female,2,Manufacturing Director,1,4440,Yes,3,5
24,No,Research & Development,Life Sciences,2,Male,2,Healthcare Representative,3,4617,No,2,4
23,No,Research & Development,Other,4,Male,1,Laboratory Technician,4,2647,No,4,5
40,No,Research & Development,Technical Degree,4,Female,2,Laboratory Technician,3,6323,No,4,10
40,No,Sales,Marketing,2,Female,2,Sales Executive,2,5677,No,3,11
25,No,Human Resources,Human Resources,3,Female,1,Human Resources,2,2187,No,3,2
30,No,Research & Development,Medical,4,Male,1,Laboratory Technician,2,3748,No,2,12
25,No,Research & Development,Other,4,Male,1,Laboratory Technician,3,3977,Yes,2,2
47,No,Research & Development,Medical,1,Male,3,Healthcare Representative,3,8633,No,3,17
33,No,Research & Development,Medical,2,Male,1,Laboratory Technician,3,2008,No,2,1
38,No,Sales,Life Sciences,4,Male,2,Sales Executive,2,4440,No,3,15
31,No,Sales,Life Sciences,1,Male,1,Sales Representative,3,3067,No,3,2
38,No,Research & Development,Life Sciences,1,Male,2,Manufacturing Director,3,5321,No,3,8
42,No,Research & Development,Life Sciences,4,Male,2,Research Scientist,1,5410,Yes,2,4
41,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,4,2782,No,3,5
47,No,Research & Development,Medical,3,Female,3,Research Director,2,11957,No,1,13
35,No,Research & Development,Medical,4,Male,1,Laboratory Technician,3,2660,Yes,3,2
22,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,3,3375,No,4,3
35,No,Research & Development,Medical,2,Male,2,Research Scientist,3,5098,No,3,10
33,No,Research & Development,Medical,2,Female,2,Healthcare Representative,4,4878,Yes,3,9
32,No,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,2,2837,No,3,6
40,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,4,2406,No,2,1
32,No,Sales,Medical,2,Male,1,Sales Representative,2,2269,No,3,2
39,No,Research & Development,Life Sciences,1,Male,2,Research Scientist,4,4108,No,3,7
38,No,Research & Development,Medical,2,Female,3,Research Director,3,13206,No,3,18
32,No,Sales,Marketing,3,Female,3,Sales Executive,4,10422,No,3,14
37,No,Research & Development,Life Sciences,3,Female,3,Research Director,4,13744,Yes,3,16
25,No,Sales,Other,1,Female,2,Sales Executive,3,4907,Yes,2,5
52,No,Sales,Life Sciences,1,Male,1,Sales Representative,4,3482,No,2,9
44,No,Research & Development,Medical,2,Male,1,Research Scientist,4,2436,Yes,3,4
21,No,Sales,Medical,3,Male,1,Sales Representative,1,2380,Yes,3,2
39,No,Research & Development,Life Sciences,4,Male,5,Manager,4,19431,No,2,6
23,Yes,Sales,Marketing,4,Male,1,Sales Representative,1,1790,No,2,1
36,No,Sales,Medical,1,Female,3,Sales Executive,4,7644,No,3,9
36,No,Research & Development,Life Sciences,4,Female,2,Manufacturing Director,2,5131,No,3,4
56,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,3,6306,No,2,13
29,Yes,Research & Development,Medical,1,Male,1,Research Scientist,4,4787,Yes,4,2
42,No,Research & Development,Life Sciences,1,Male,5,Manager,3,18880,No,2,22
56,Yes,Research & Development,Technical Degree,4,Male,1,Laboratory Technician,3,2339,No,1,10
41,No,Research & Development,Life Sciences,1,Female,4,Manufacturing Director,2,13570,No,3,20
34,No,Sales,Marketing,4,Female,2,Sales Executive,3,6712,No,3,8
36,No,Sales,Marketing,4,Male,2,Sales Executive,4,5406,No,2,15
41,No,Sales,Life Sciences,3,Male,2,Sales Executive,2,8938,No,3,5
32,No,Research & Development,Technical Degree,4,Male,1,Research Scientist,1,2439,No,3,4
35,No,Human Resources,Life Sciences,3,Female,3,Human Resources,4,8837,Yes,3,9
38,No,Sales,Life Sciences,1,Female,2,Sales Executive,4,5343,No,3,10
50,Yes,Sales,Life Sciences,2,Male,2,Sales Executive,3,6728,No,3,6
36,No,Sales,Marketing,2,Female,2,Sales Executive,4,6652,No,2,6
45,No,Sales,Life Sciences,4,Female,2,Sales Executive,3,4850,No,3,5
40,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,2809,No,3,2
35,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,3,5689,Yes,4,10
40,No,Research & Development,Medical,3,Female,1,Research Scientist,3,2001,No,3,5
35,No,Research & Development,Life Sciences,3,Female,1,Research Scientist,4,2977,No,3,4
29,No,Research & Development,Other,4,Male,2,Laboratory Technician,2,4025,Yes,3,4
29,No,Research & Development,Medical,4,Female,1,Research Scientist,1,3785,No,1,5
50,Yes,Sales,Marketing,4,Male,3,Sales Executive,1,10854,Yes,3,3
39,No,Sales,Marketing,2,Female,4,Sales Executive,4,12031,No,2,20
31,No,Research & Development,Medical,2,Male,2,Manufacturing Director,1,9936,No,3,9
26,No,Sales,Other,4,Female,1,Sales Representative,3,2966,No,3,4
36,No,Research & Development,Medical,3,Male,2,Laboratory Technician,4,2571,No,3,5
39,No,Research & Development,Medical,4,Male,3,Healthcare Representative,1,9991,No,3,7
27,No,Research & Development,Life Sciences,2,Male,2,Manufacturing Director,2,6142,Yes,3,6
49,No,Sales,Medical,4,Male,2,Sales Executive,2,5390,No,2,9
34,No,Research & Development,Medical,2,Male,2,Laboratory Technician,3,4404,No,4,4
